﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Secció;Població;Cens;Participació 14:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
8;Barcelona;2;Catalunya Central;24;Osona;08237;Sant Quirze de Besora;1;1;;1021;433;622;757;264;14;12;731;743
8;Barcelona;2;Catalunya Central;24;Osona;08237;Sant Quirze de Besora;1;2;;646;291;419;510;136;7;12;491;503
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;1;;1219;486;714;895;324;7;6;882;888
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;10;;1038;392;536;684;354;5;4;675;679
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;11;;1103;415;565;717;386;1;7;709;716
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;12;;882;250;394;566;316;2;8;556;564
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;2;;1003;410;608;773;230;3;4;766;770
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;3;;1668;501;728;961;707;6;10;945;955
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;4;;1407;568;862;1039;368;4;7;1028;1035
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;5;;1589;538;813;1049;540;7;11;1031;1042
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;6;;1288;450;654;897;391;4;6;887;893
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;7;;1289;457;682;956;333;2;5;949;954
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;8;;1676;607;869;1200;476;7;10;1183;1193
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;9;;851;237;364;492;359;3;1;488;489
8;Barcelona;1;Barcelona;42;Moianès;08239;Sant Quirze Safaja;1;1;;468;185;261;343;125;6;12;325;337
25;Lleida;4;Lleida;32;Segarra;25194;Sant Ramon;1;1;;429;174;271;342;87;21;15;306;321
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;1;1;;888;372;507;674;214;2;5;667;672
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;1;2;;1507;604;831;1055;452;7;4;1044;1048
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;1;3;;870;377;515;579;291;5;4;570;574
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;1;4;;819;298;419;607;212;2;5;600;605
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;2;1;;916;345;497;650;266;0;7;643;650
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;2;2;;1564;609;811;1069;495;3;11;1055;1066
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;2;3;;1095;378;576;782;313;11;7;764;771
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;2;4;;1817;707;1056;1318;499;7;15;1296;1311
8;Barcelona;2;Catalunya Central;24;Osona;08241;Sant Sadurní d'Osormort;1;1;;69;30;40;55;14;0;2;53;55
8;Barcelona;2;Catalunya Central;7;Bages;08098;Sant Salvador de Guardiola;1;1;;1327;480;721;933;394;13;28;892;920
8;Barcelona;2;Catalunya Central;7;Bages;08098;Sant Salvador de Guardiola;1;2;;1098;421;563;691;407;3;21;667;688
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;1;1;;1333;466;667;795;538;15;16;764;780
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;1;2;;1222;410;500;773;449;5;9;759;768
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;1;3;;1585;491;749;961;624;14;13;934;947
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;2;1;;1823;604;862;1072;751;8;14;1050;1064
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;2;2;;974;307;468;581;393;8;18;555;573
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;1;;659;260;412;500;159;5;2;493;495
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;10;;951;353;485;607;344;3;5;599;604
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;11;;1059;382;540;692;367;3;5;684;689
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;12;;634;228;314;382;252;1;5;376;381
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;2;;1424;563;812;1035;389;2;7;1026;1033
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;3;;1020;391;530;716;304;5;7;704;711
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;4;;1430;503;722;937;493;5;5;927;932
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;5;;1187;432;587;736;451;4;4;728;732
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;6;;666;254;345;418;248;3;2;413;415
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;7;;1297;436;635;811;486;10;8;793;801
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;8;;817;309;434;527;290;0;3;524;527
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;9;;579;191;276;363;216;1;1;361;362
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;2;1;;505;131;180;227;278;2;2;223;225
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;2;2;;1523;452;663;855;668;2;5;848;853
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;2;3;;995;263;365;489;506;3;4;482;486
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;3;1;;1422;455;600;765;657;8;11;746;757
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;3;2;;1376;427;589;753;623;3;6;744;750
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;4;1;;1397;422;614;848;549;9;9;830;839
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;4;2;;1391;391;594;755;636;1;6;748;754
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;4;3;;898;298;426;567;331;5;1;561;562
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;1;1;;1773;754;1043;1277;496;3;18;1256;1274
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;1;2;;1079;431;577;734;345;2;2;730;732
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;1;3;;753;270;429;564;189;1;4;559;563
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;1;4;;1012;310;459;626;386;3;3;620;623
8;Barcelona;2;Catalunya Central;24;Osona;08265;Sant Vicenç de Torelló;1;1;;1599;719;1021;1224;375;6;30;1188;1218
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43142;Sarral;1;1;;1089;505;718;849;240;8;12;829;841
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;1;1;;1051;448;592;763;288;9;6;748;754
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;1;2;;1702;614;929;1194;508;8;13;1173;1186
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;1;3;;1092;432;580;713;379;6;5;702;707
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25201;Sarroca de Bellera;1;1;;112;46;69;101;11;0;2;99;101
25;Lleida;4;Lleida;33;Segrià;25200;Sarroca de Lleida;1;1;;324;161;220;273;51;7;9;257;266
17;Girona;3;Girona;2;Alt Empordà;17187;Saus, Camallera i Llampaies;1;1;;636;278;395;499;137;5;13;481;494
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43143;Savallà del Comtat;1;1;;51;27;32;45;6;1;1;43;44
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43144;Secuita, la;1;1;;1247;487;638;841;406;33;71;737;808
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;1;1;;1922;765;1115;1415;507;17;20;1378;1398
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;2;1;;1262;483;729;929;333;6;18;905;923
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;2;2;;1050;419;629;827;223;12;6;809;815
17;Girona;3;Girona;2;Alt Empordà;17188;Selva de Mar, la;1;1;;176;79;108;141;35;4;5;132;137
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43146;Senan;1;1;;41;19;25;33;8;2;7;24;31
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;1;1;;1542;610;884;1088;454;20;31;1037;1068
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;2;1;;1645;635;916;1169;476;21;33;1115;1148
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;2;2;;878;340;485;597;281;17;19;561;580
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25202;Senterada;1;1;;115;44;56;84;31;1;1;82;83
25;Lleida;4;Lleida;23;Noguera;25035;Sentiu de Sió, la;1;1;;367;160;239;303;64;4;18;281;299
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;1;;1212;384;591;774;438;4;7;763;770
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;2;;1585;511;746;999;586;4;13;982;995
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;3;;1243;391;640;845;398;3;3;839;842
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;4;;1642;610;896;1152;490;8;14;1130;1144
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;5;;1087;367;512;691;396;6;5;680;685
17;Girona;3;Girona;28;Pla de l'Estany;17190;Serinyà;1;1;;850;315;488;620;230;34;47;539;586
25;Lleida;4;Lleida;33;Segrià;25204;Seròs;1;1;;558;246;314;442;116;13;13;416;429
25;Lleida;4;Lleida;33;Segrià;25204;Seròs;1;2;;650;255;358;518;132;7;17;494;511
17;Girona;3;Girona;10;Baix Empordà;17191;Serra de Daró;1;1;;166;85;110;149;17;0;1;148;149
17;Girona;3;Girona;31;Ripollès;17192;Setcases;1;1;;148;75;110;132;16;2;1;129;130
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;1;;549;194;260;319;230;2;5;312;317
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;2;;1077;379;486;605;472;1;9;595;604
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;3;;1373;472;653;860;513;7;12;841;853
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;4;;1930;708;1049;1324;606;7;12;1305;1317
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;5;;1292;457;593;768;524;2;6;760;766
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;6;;1034;376;563;695;339;10;10;675;685
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;7;;1627;601;840;1085;542;14;10;1061;1071
8;Barcelona;2;Catalunya Central;24;Osona;08269;Seva;1;1;;1732;715;1044;1261;471;13;42;1206;1248
8;Barcelona;2;Catalunya Central;24;Osona;08269;Seva;1;2;;993;422;613;770;223;15;37;718;755
25;Lleida;4;Lleida;27;Pla d'Urgell;25205;Sidamon;1;1;;566;241;336;424;142;9;9;406;415
17;Girona;3;Girona;34;Selva;17193;Sils;1;1;;1646;632;895;1094;552;12;17;1065;1082
17;Girona;3;Girona;34;Selva;17193;Sils;1;2;;1389;545;776;911;478;6;7;898;905
17;Girona;3;Girona;34;Selva;17193;Sils;1;3;;1334;395;552;667;667;4;6;657;663
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;1;;966;363;480;608;358;5;6;597;603
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;2;;1248;425;594;780;468;3;6;771;777
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;3;;2316;682;991;1384;932;5;8;1371;1379
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;4;;1908;653;946;1200;708;6;7;1187;1194
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;5;;653;219;317;400;253;2;2;396;398
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;1;;1568;642;873;1061;507;9;11;1041;1052
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;10;;1355;454;627;853;502;5;8;840;848
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;11;;1383;487;688;913;470;2;3;908;911
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;2;;1074;371;637;749;325;4;3;742;745
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;3;;1355;550;728;877;478;2;7;868;875
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;4;;1279;447;614;761;518;3;3;755;758
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;5;;946;353;490;595;351;4;6;585;591
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;6;;1251;461;645;875;376;5;16;854;870
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;7;;740;230;344;458;282;0;2;456;458
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;9;;1706;537;815;1086;620;2;10;1074;1084
17;Girona;3;Girona;2;Alt Empordà;17052;Siurana;1;1;;138;72;95;118;20;2;3;113;116
8;Barcelona;2;Catalunya Central;24;Osona;08271;Sobremunt;1;1;;68;25;33;51;17;2;1;48;49
25;Lleida;4;Lleida;18;Garrigues;25206;Soleràs, el;1;1;;254;107;158;205;49;2;8;195;203
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43147;Solivella;1;1;;522;259;343;405;117;21;55;329;384
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;1;1;;1564;601;901;1149;415;3;9;1137;1146
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;1;2;;1404;524;744;909;495;12;14;883;897
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;1;3;;1018;404;571;703;315;4;18;681;699
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;2;1;;1359;503;745;950;409;5;20;925;945
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;2;2;;1125;427;615;762;363;9;14;739;753
8;Barcelona;2;Catalunya Central;24;Osona;08272;Sora;1;1;;165;62;95;123;42;1;13;109;122
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25208;Soriguera;1;1;;339;116;165;275;64;7;3;265;268
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25209;Sort;1;1;;1578;614;909;1234;344;15;25;1194;1219
25;Lleida;4;Lleida;33;Segrià;25210;Soses;1;1;;1089;530;735;893;196;32;21;840;861
8;Barcelona;8;Penedès;3;Alt Penedès;08273;Subirats;1;1;;657;290;411;514;143;5;12;497;509
8;Barcelona;8;Penedès;3;Alt Penedès;08273;Subirats;1;2;;1078;425;589;759;319;1;5;753;758
8;Barcelona;8;Penedès;3;Alt Penedès;08273;Subirats;1;3;;636;380;498;501;135;7;3;491;494
25;Lleida;4;Lleida;33;Segrià;25211;Sudanell;1;1;;672;288;408;512;160;3;9;500;509
25;Lleida;4;Lleida;33;Segrià;25212;Sunyer;1;1;;225;98;135;196;29;1;9;186;195
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;1;1;;1485;628;907;1140;345;8;14;1118;1132
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;1;2;;747;239;393;490;257;3;8;479;487
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;1;4;;1483;502;795;999;484;1;10;988;998
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;1;5;;960;433;621;729;231;6;4;719;723
17;Girona;3;Girona;34;Selva;17194;Susqueda;1;1;;83;27;39;65;18;1;6;58;64
8;Barcelona;1;Barcelona;41;Vallès Oriental;08276;Tagamanent;1;1;;240;78;115;149;91;8;29;112;141
8;Barcelona;2;Catalunya Central;7;Bages;08277;Talamanca;1;1;;179;87;130;163;16;1;1;161;162
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25215;Talarn;1;1;;399;134;194;252;147;3;15;234;249
25;Lleida;4;Lleida;32;Segarra;25216;Talavera;1;1;;242;124;162;214;28;1;2;211;213
17;Girona;3;Girona;10;Baix Empordà;17195;Tallada d'Empordà, la;1;1;;356;189;264;306;50;2;14;290;304
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;1;1;;1382;567;828;1044;338;12;45;987;1032
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;1;2;;1243;470;731;896;347;13;38;845;883
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;1;3;;952;366;586;721;231;11;31;679;710
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;1;4;;1352;554;844;1025;327;12;36;977;1013
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;1;1;;1009;337;482;605;404;3;5;597;602
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;2;1;;785;301;401;497;288;3;2;492;494
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;3;1;;767;329;407;510;257;6;3;501;504
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;3;2;;1383;635;799;1002;381;1;5;996;1001
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;3;3;;1704;631;908;1249;455;3;8;1238;1246
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;1;;1101;443;540;752;349;5;5;742;747
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;10;;874;352;469;557;317;2;1;554;555
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;12;;515;204;269;340;175;2;0;338;338
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;14;;1222;482;703;865;357;7;3;855;858
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;15;;707;294;389;493;214;1;4;488;492
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;16;;1362;587;808;1038;324;2;7;1029;1036
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;2;;579;220;288;389;190;4;4;381;385
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;3;;612;216;298;383;229;1;0;382;382
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;4;;863;339;457;593;270;0;7;586;593
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;5;;779;359;447;550;229;5;2;543;545
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;6;;1041;394;554;719;322;2;2;715;717
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;7;;649;244;375;461;188;1;2;458;460
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;8;;1143;536;629;764;379;0;2;762;764
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;9;;1352;509;783;1017;335;5;6;1006;1012
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;1;;759;323;435;532;227;0;3;529;532
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;2;;803;289;403;522;281;1;4;517;521
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;3;;1356;509;712;912;444;9;3;900;903
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;4;;918;355;473;621;297;1;2;618;620
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;5;;1185;441;575;715;470;2;2;711;713
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;6;;805;244;341;421;384;4;2;415;417
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;7;;723;274;283;448;275;1;0;447;447
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;8;;1177;474;624;763;414;7;3;753;756
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;1;;1242;525;712;913;329;2;6;905;911
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;10;;1124;419;562;750;374;1;1;748;749
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;11;;1085;455;585;700;385;5;1;694;695
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;12;;1374;606;804;993;381;1;2;990;992
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;13;;675;266;376;456;219;2;2;452;454
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;15;;901;285;395;472;429;1;3;468;471
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;16;;1927;821;1089;1393;534;2;5;1386;1391
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;2;;1900;749;931;1321;579;2;4;1315;1319
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;3;;1541;559;742;939;602;3;0;936;936
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;4;;659;233;292;368;291;0;3;365;368
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;5;;879;268;374;506;373;2;2;502;504
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;6;;567;200;246;284;283;0;2;282;284
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;8;;1241;397;678;840;401;3;1;836;837
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;9;;1527;614;847;1015;512;6;4;1005;1009
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;1;;1259;452;586;781;478;6;4;771;775
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;10;;981;294;376;476;505;4;5;467;472
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;11;;1393;537;683;833;560;1;5;827;832
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;12;;1148;339;478;607;541;5;2;600;602
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;13;;1966;726;1067;1393;573;2;4;1387;1391
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;14;;775;360;488;579;196;1;2;576;578
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;15;;1036;429;581;695;341;3;4;688;692
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;16;;1928;732;1015;1367;561;1;10;1356;1366
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;17;;1451;559;785;1037;414;0;5;1032;1037
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;18;;1346;438;603;815;531;6;2;807;809
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;19;;1751;640;839;1064;687;1;7;1056;1063
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;2;;1869;598;879;1214;655;7;7;1200;1207
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;20;;1070;346;564;778;292;0;4;774;778
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;21;;1422;420;646;861;561;4;5;852;857
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;22;;1080;359;520;698;382;1;4;693;697
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;23;;1112;399;596;837;275;1;6;830;836
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;3;;1385;446;583;754;631;3;2;749;751
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;4;;1910;668;943;1232;678;2;8;1222;1230
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;5;;600;150;175;256;344;2;2;252;254
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;6;;800;261;368;429;371;1;0;428;428
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;7;;1336;415;620;854;482;1;4;849;853
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;8;;2046;774;1115;1521;525;6;13;1502;1515
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;1;;1112;346;433;519;593;3;1;515;516
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;10;;801;205;257;309;492;3;3;303;306
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;11;;896;316;436;554;342;2;3;549;552
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;12;;526;68;114;138;388;0;0;138;138
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;13;;713;246;331;403;310;1;1;401;402
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;14;;541;144;195;251;290;4;0;247;247
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;2;;842;262;359;455;387;4;0;451;451
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;3;;1246;390;531;651;595;3;0;648;648
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;4;;787;267;347;425;362;0;0;425;425
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;5;;917;263;372;467;450;1;1;465;466
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;6;;1329;419;614;744;585;2;3;739;742
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;7;;1114;372;519;643;471;3;4;636;640
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;8;;912;267;363;441;471;4;1;436;437
